856120717	20190701	201907	2019	2019.4959											IRN	IRAN	IRN								0	130	130	13	3	-4.4	1	1	1	-3.12113720642769	0							4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	1	United Arab Emirates	AE	AE	24	54	AE	20190701	http://www.informationclearinghouse.info/51850.htm
856136896	20190701	201907	2019	2019.4959	BUS	BANK						BUS			GOVBUS	CENTRAL BANK						GOV	BUS		1	130	130	13	3	-4.4	10	1	10	-5.83333333333333	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190701	https://menafn.com/1098707194/UAE-Central-Bank-warns-of-fraud-WhatsApp-messages
856161862	20190701	201907	2019	2019.4959											IRN	IRAN	IRN								1	163	163	16	4	-8.0	2	1	2	-3.35689045936395	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Sardasht, Khuzestan, Iran	IR	IR15	31.3949	49.878	-3822950	20190701	https://news.yahoo.com/1-ball-europes-court-nuclear-173051547.html
856161863	20190701	201907	2019	2019.4959											IRN	IRAN	IRN								1	163	163	16	4	-8.0	6	1	6	-3.35689045936395	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190701	https://news.yahoo.com/1-ball-europes-court-nuclear-173051547.html
856164812	20190701	201907	2019	2019.4959	ARE	UNITED ARAB EMIRATES	ARE								KEN	KENYAN	KEN								1	130	130	13	3	-4.4	2	1	2	-2.95475530932595	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190701	https://www.cnyakundi.com/wife-to-dubai-ruler-who-was-sold-fake-gold-by-wetangula-flees-home/
856167006	20190701	201907	2019	2019.4959											IGOUNO	THE UN		UNO				IGO			1	130	130	13	3	-4.4	10	1	10	-4.14012738853503	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190701	https://aawsat.com/english/home/article/1792506/guterres-says-world-facing-grave-climate-emergency
856204910	20190701	201907	2019	2019.4959	IRNGOV	IRAN	IRN					GOV			GOV	FOREIGN MINIST						GOV			1	130	130	13	3	-4.4	1	1	1	-5.18358531317494	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190701	https://finance.yahoo.com/news/iran-breaches-limit-enriched-uranium-103837644.html
856204972	20190701	201907	2019	2019.4959	JORELIGOV	HASSAN	JOR					ELI	GOV		GOV	FOREIGN MINIST						GOV			1	130	130	13	3	-4.4	4	1	4	-5.18358531317494	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190701	https://finance.yahoo.com/news/iran-breaches-limit-enriched-uranium-103837644.html
856205182	20190701	201907	2019	2019.4959	MOS	ISLAMIC				MOS					GOV	FOREIGN MINIST						GOV			1	130	130	13	3	-4.4	5	1	5	-5.18358531317494	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190701	https://finance.yahoo.com/news/iran-breaches-limit-enriched-uranium-103837644.html
856224305	20190701	201907	2019	2019.4959	BUS	INDUSTRY						BUS													0	163	163	16	4	-8.0	10	1	10	-0.3305785123967	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190701	https://www.citmagazine.com/article/1589047/moral-dilemmas-working-events
