793137332	20181009	201810	2018	2018.7644	ARE	ABU DHABI	ARE								ARECOP	UNITED ARAB EMIRATES	ARE					COP			1	130	130	13	3	-4.4	4	1	4	-8.02139037433155	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181009	https://www.khaleejtimes.com/nation/abu-dhabi/do-you-charge-your-phone-while-sleeping-heres-the-risk-
793137337	20181009	201810	2018	2018.7644	ARECOP	ABU DHABI	ARE					COP													1	130	130	13	3	-4.4	6	1	6	-8.02139037433155	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181009	https://www.khaleejtimes.com/nation/abu-dhabi/do-you-charge-your-phone-while-sleeping-heres-the-risk-
793137532	20181009	201810	2018	2018.7644	COP	POLICE						COP			ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	3	1	3	-8.02139037433155	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181009	https://www.khaleejtimes.com/nation/abu-dhabi/do-you-charge-your-phone-while-sleeping-heres-the-risk-
793139469	20181009	201810	2018	2018.7644											BUS	BUSINESS						BUS			1	130	130	13	3	-4.4	3	1	3	2.40384615384615	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181009	http://gulfbusiness.com/uae-law-allowing-100-foreign-ownership-apply-selectively-wont-hurt-locals/
793139629	20181009	201810	2018	2018.7644	ARE	UNITED ARAB EMIRATES	ARE								BUS	BUSINESS						BUS			1	130	130	13	3	-4.4	4	1	4	2.40384615384615	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181009	http://gulfbusiness.com/uae-law-allowing-100-foreign-ownership-apply-selectively-wont-hurt-locals/
793140070	20181009	201810	2018	2018.7644	GOV	CHIEF EXECUTIVE						GOV			BUS	BUSINESS						BUS			1	130	130	13	3	-4.4	3	1	3	2.40384615384615	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181009	http://gulfbusiness.com/uae-law-allowing-100-foreign-ownership-apply-selectively-wont-hurt-locals/
793149312	20181009	201810	2018	2018.7644	ARE	ABU DHABI	ARE																		0	130	130	13	3	-4.4	2	1	2	2.61627906976744	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181009	http://www.gulftoday.ae/portal/c2febc08-cefc-4771-a2ff-91ac2871c9c2.aspx
793149313	20181009	201810	2018	2018.7644	ARE	ABU DHABI	ARE																		0	130	130	13	3	-4.4	3	1	3	2.61627906976744	4	Marawah, Abu Z¸aby, United Arab Emirates	AE	AE01	24.2946	53.3307	-783549	0							4	Marawah, Abu Z¸aby, United Arab Emirates	AE	AE01	24.2946	53.3307	-783549	20181009	http://www.gulftoday.ae/portal/c2febc08-cefc-4771-a2ff-91ac2871c9c2.aspx
793149314	20181009	201810	2018	2018.7644	ARE	UNITED ARAB EMIRATES	ARE								OMN	OMAN	OMN								1	130	130	13	3	-4.4	2	1	2	2.61627906976744	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181009	http://www.gulftoday.ae/portal/c2febc08-cefc-4771-a2ff-91ac2871c9c2.aspx
793149315	20181009	201810	2018	2018.7644	ARE	UNITED ARAB EMIRATES	ARE								OMN	OMAN	OMN								1	130	130	13	3	-4.4	2	1	2	2.61627906976744	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	1	Oman	MU	MU	21	57	MU	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181009	http://www.gulftoday.ae/portal/c2febc08-cefc-4771-a2ff-91ac2871c9c2.aspx
