845003939	20190514	201905	2019	2019.3671											IRN	IRAN	IRN								1	130	130	13	3	-4.4	46	5	46	-4.99794705228285	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190514	http://www.msn.com/en-us/news/world/official-initial-us-assessment-blames-iran-for-ship-attacks/ar-AABhv8Q
845013085	20190514	201905	2019	2019.3671	BUS	TANKER						BUS			ARE	UNITED ARAB EMIRATES	ARE								0	130	130	13	3	-4.4	15	5	15	-5.0889263955677	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	Saudi Arabia	SA	SA	25	45	SA	20190514	https://www.sfchronicle.com/news/crime/article/The-Latest-Saudi-says-2-oil-tankers-damaged-by-13839931.php
845013086	20190514	201905	2019	2019.3671	BUS	TANKER						BUS			ARE	UNITED ARAB EMIRATES	ARE								0	130	130	13	3	-4.4	14	5	14	-5.0889263955677	1	Saudi Arabia	SA	SA	25	45	SA	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	Saudi Arabia	SA	SA	25	45	SA	20190514	https://www.sfchronicle.com/news/crime/article/The-Latest-Saudi-says-2-oil-tankers-damaged-by-13839931.php
845017118	20190514	201905	2019	2019.3671											IRN	IRAN	IRN								0	130	130	13	3	-4.4	1	1	1	-4.8076923076923	0							1	Iran	IR	IR	32	53	IR	4	Sharjah, Ash Shariqah, United Arab Emirates	AE	AE06	25.3573	55.4033	-782371	20190514	https://www.beaumontenterprise.com/news/article/Official-Initial-US-assessment-blames-Iran-for-13842144.php
845018739	20190514	201905	2019	2019.3671	SAUGOV	SAUDI ARABIA	SAU					GOV			ARE	UNITED ARAB EMIRATES	ARE								1	138	138	13	3	-7.0	15	4	15	-5.49649936263971	1	Saudi Arabia	SA	SA	25	45	SA	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190514	http://news.trust.org/item/20190513173846-3wmjj/
845019057	20190514	201905	2019	2019.3671	USA	UNITED STATES	USA								ARE	UNITED ARAB EMIRATES	ARE								1	138	138	13	3	-7.0	12	3	12	-4.98221999214625	3	Department Of Energy, District of Columbia, United States	US	USDC	38.8862	-77.025	530856	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190514	http://news.trust.org/item/20190513173846-3wmjj/
845019058	20190514	201905	2019	2019.3671	USA	UNITED STATES	USA								ARE	UNITED ARAB EMIRATES	ARE								1	138	138	13	3	-7.0	3	3	3	-4.98221999214625	1	Saudi Arabia	SA	SA	25	45	SA	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190514	http://news.trust.org/item/20190513173846-3wmjj/
845019059	20190514	201905	2019	2019.3671	USA	UNITED STATES	USA								ARE	UNITED ARAB EMIRATES	ARE								1	138	138	13	3	-7.0	3	3	3	-4.98221999214625	1	Saudi Arabia	SA	SA	25	45	SA	1	Saudi Arabia	SA	SA	25	45	SA	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190514	http://news.trust.org/item/20190513173846-3wmjj/
845021407	20190514	201905	2019	2019.3671	GOV	PRESIDENT						GOV			IRN	IRAN	IRN								1	138	138	13	3	-7.0	16	2	16	-6.01190476190476	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190514	https://en.haberler.com/trump-warns-iran-over-possible-oil-tanker-sabotage-1331637/
845021599	20190514	201905	2019	2019.3671	IRNGOV	IRAN	IRN					GOV			IRN	IRAN	IRN								1	138	138	13	3	-7.0	4	2	4	-6.01190476190476	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190514	https://en.haberler.com/trump-warns-iran-over-possible-oil-tanker-sabotage-1331637/
