811306723	20181220	201812	2018	2018.9589	BUS	EMPLOYER						BUS													1	130	130	13	3	-4.4	10	1	10	-5.06329113924051	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181220	https://www.khaleejtimes.com/legalview/Can-my-salary-be-deducted-for/-leaving-work-early-in-UAE-2-
811325180	20181220	201812	2018	2018.9589	MIL	COLONEL						MIL			CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	10	1	10	-5.06912442396313	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181220	https://www.arabianbusiness.com/culture-society/409903-dubai-police-warn-against-sharing-videos-without-permission
811330319	20181220	201812	2018	2018.9589	GOVBUS	CENTRAL BANK						GOV	BUS		CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	10	1	10	-5.17241379310345	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20181220	https://www.khaleejtimes.com/nation/dubai/dont-open-whatsapp-message-sent-by-uae-central-bank-residents-told
811352292	20181220	201812	2018	2018.9589											MED	WEBSITE						MED			0	130	130	13	3	-4.4	6	1	6	-2.93724966622163	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181220	https://gulfnews.com/technology/beware-fake-news-sites-target-uae-users-1.2138070
811352371	20181220	201812	2018	2018.9589	ARE	UNITED ARAB EMIRATES	ARE								MED	WEBSITE						MED			0	130	130	13	3	-4.4	4	1	4	-2.93724966622163	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181220	https://gulfnews.com/technology/beware-fake-news-sites-target-uae-users-1.2138070
811352770	20181220	201812	2018	2018.9589	GOVBUS	CENTRAL BANK						GOV	BUS												1	130	130	13	3	-4.4	10	1	10	-2.61780104712042	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181220	https://gulfnews.com/business/banking/uae-central-bank-issues-warning-against-fake-whatsapp-message-1.1545291859130
811360085	20181220	201812	2018	2018.9589	ARE	UNITED ARAB EMIRATES	ARE								CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	8	1	8	-5.23076923076924	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181220	https://menafn.com/1097859159/Dont-open-WhatsApp-message-sent-by-UAE-Central-Bank-residents-told
811360531	20181220	201812	2018	2018.9589	GOVBUS	CENTRAL BANK						GOV	BUS		CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	2	1	2	-5.23076923076924	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181220	https://menafn.com/1097859159/Dont-open-WhatsApp-message-sent-by-UAE-Central-Bank-residents-told
811370952	20171220	201712	2017	2017.9589	GOV	TRANSPORT AUTHORITY						GOV			ARE	DUBAI	ARE								1	130	130	13	3	-4.4	10	1	10	-2.5	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181220	https://gulfbusiness.com/dubais-rta-says-new-number-plates-mandatory-2020/
811371155	20181220	201812	2018	2018.9589	ARE	ABU DHABI	ARE								ARECOP	ABU DHABI	ARE					COP			1	130	130	13	3	-4.4	3	1	3	-5.5045871559633	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181220	https://gulfbusiness.com/uae-central-bank-warns-opening-fraudulent-whatsapp-messages/
811386343	20181220	201812	2018	2018.9589											GOV	REGULATOR						GOV			0	130	130	13	3	-4.4	85	10	85	-4.62538481178429	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181220	https://www.smh.com.au/world/europe/london-s-gatwick-airport-shut-by-deliberate-drone-raid-amid-holiday-rush-20181220-p50nkp.html
811405290	20181220	201812	2018	2018.9589											GOV	REGULATOR						GOV			0	130	130	13	3	-4.4	6	3	6	-4.25894378194208	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20181220	https://www.brisbanetimes.com.au/world/europe/london-s-gatwick-airport-shut-by-deliberate-drone-raid-amid-holiday-rush-20181220-p50nkp.html
811496829	20181220	201812	2018	2018.9589											GOV	REGULATOR						GOV			0	130	130	13	3	-4.4	18	3	18	-4.73279485414746	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Sussex, East Sussex, United Kingdom	UK	UKE2	50.9167	-0.083333	-2609142	20181220	https://news.yahoo.com/london-gatwick-turns-army-drones-182041002.html
