856379387	20190702	201907	2019	2019.4986	ARE	DUBAI	ARE																		1	130	130	13	3	-4.4	4	1	4	2.76625172890733	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190702	https://www.khaleejtimes.com/news/government/sheikh-mohammed-makes-new-announcement-on-govt-service-12
856379388	20190702	201907	2019	2019.4986	ARE	DUBAI	ARE																		1	130	130	13	3	-4.4	6	1	6	2.76625172890733	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	0							4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20190702	https://www.khaleejtimes.com/news/government/sheikh-mohammed-makes-new-announcement-on-govt-service-12
856384055	20190702	201907	2019	2019.4986	IRN	IRAN	IRN								CRM	CARTEL						CRM			0	130	130	13	3	-4.4	1	1	1	-4.21195652173913	1	United Arab Emirates	AE	AE	24	54	AE	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190702	https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-opec-agrees-to-continue-their-oil-production-cuts-into-early-2020/
856439119	20190702	201907	2019	2019.4986											ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	2	1	2	0	0							4	Musaffah, Abu Z¸aby, United Arab Emirates	AE	AE01	24.349	54.4932	114729	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190702	https://menafn.com/1098713000/UAE-mobile-court-makes-employer-pay-workers-salaries-on-the-spot
856439341	20190702	201907	2019	2019.4986	ARE	ABU DHABI	ARE								LABCVL	WORKER						LAB	CVL		1	130	130	13	3	-4.4	8	1	8	0	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Musaffah, Abu Z¸aby, United Arab Emirates	AE	AE01	24.349	54.4932	114729	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190702	https://menafn.com/1098713000/UAE-mobile-court-makes-employer-pay-workers-salaries-on-the-spot
856488613	20190702	201907	2019	2019.4986	ARE	UNITED ARAB EMIRATES	ARE																		1	130	130	13	3	-4.4	4	1	4	-2.84360189573459	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190702	https://menafn.com/1098713836/Zenofer-Fathima-continues-directorial-stint-with-short-domestic-thriller-A-Dark-Tale
856499571	20190702	201907	2019	2019.4986	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								1	161	161	16	4	-4.0	8	1	8	-2.60416666666667	1	United Arab Emirates	AE	AE	24	54	AE	1	Qatar	QA	QA	25.5	51.25	QA	1	United Arab Emirates	AE	AE	24	54	AE	20190702	https://theresurgent.com/2019/07/02/a-terrorist-safe-haven-is-sponsoring-the-politicos-playbook/
856499572	20190702	201907	2019	2019.4986	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								1	161	161	16	4	-4.0	2	1	2	-2.60416666666667	1	Egypt	EG	EG	27	30	EG	1	Qatar	QA	QA	25.5	51.25	QA	1	United Arab Emirates	AE	AE	24	54	AE	20190702	https://theresurgent.com/2019/07/02/a-terrorist-safe-haven-is-sponsoring-the-politicos-playbook/
856499954	20190702	201907	2019	2019.4986	EGY	EGYPT	EGY								QAT	QATAR	QAT								1	161	161	16	4	-4.0	8	1	8	-2.60416666666667	1	Egypt	EG	EG	27	30	EG	1	Qatar	QA	QA	25.5	51.25	QA	1	United Arab Emirates	AE	AE	24	54	AE	20190702	https://theresurgent.com/2019/07/02/a-terrorist-safe-haven-is-sponsoring-the-politicos-playbook/
856499955	20190702	201907	2019	2019.4986	EGY	EGYPT	EGY								QAT	QATAR	QAT								1	161	161	16	4	-4.0	2	1	2	-2.60416666666667	1	Saudi Arabia	SA	SA	25	45	SA	1	Qatar	QA	QA	25.5	51.25	QA	1	United Arab Emirates	AE	AE	24	54	AE	20190702	https://theresurgent.com/2019/07/02/a-terrorist-safe-haven-is-sponsoring-the-politicos-playbook/
